id,predizione,effettivo
6804,1.6342777,5.0
8363,2.016507,13.0
934,1.7493982,5.0
8458,1.8226368,4.0
11488,1.4139743,2.0
4481,1.4537454,3.0
4481,1.4537454,3.0
12061,1.2871491,7.0
12554,2.5538716,15.0
12389,2.4313347,14.0
417,1.7556803,5.0
9876,1.626958,6.0
2206,1.3185977,6.0
717,2.58575,10.0
321,1.711766,6.0
6685,1.4017367,1.0
7364,2.603496,11.0
12976,1.4188992,0.0
7116,1.3899128,2.0
6306,1.6340799,1.0
6050,1.4455895,6.0
5121,2.2631989,18.0
5704,1.8435018,13.0
4954,1.6650429,12.0
13006,1.5633681,1.0
7637,3.1790361,16.0
5752,1.6130447,9.0
8099,2.296914,12.0
3675,1.6262544,1.0
8866,1.8543078,3.0
3964,1.8161668,4.0
7056,2.9867034,9.0
11857,2.1283984,1.0
11366,1.4001732,4.0
4413,1.453577,4.0
4413,1.453577,4.0
5504,1.7847552,11.0
4419,1.4574099,0.0
4419,1.4574099,0.0
5325,1.6764753,3.0
6832,1.6391907,5.0
6832,1.6391907,5.0
6832,1.6391907,5.0
9138,1.9805548,5.0
11037,1.6630712,9.0
9675,1.732235,5.0
831,1.7683923,10.0
7833,1.8540187,9.0
4953,1.66503,12.0
3684,1.6325014,1.0
6327,1.7780123,12.0
11375,1.3470532,2.0
12266,3.019425,14.0
1692,1.3916277,7.0
655,1.7924702,5.0
554,1.9842848,1.0
9222,2.2728064,16.0
1892,1.2904775,3.0
1826,2.6548462,13.0
6037,1.6396656,17.0
11980,2.7163424,13.0
12593,2.5475078,9.0
13186,1.983846,7.0
5729,1.6563072,5.0
8063,1.8192874,3.0
9085,1.7756068,4.0
9417,1.5916262,17.0
3604,1.7825778,7.0
379,1.5616686,3.0
13653,1.8978066,4.0
10658,2.9450865,17.0
11786,1.867207,3.0
677,1.4161565,3.0
6063,1.8150253,3.0
418,1.7248303,5.0
4255,1.6125504,7.0
4255,1.6125504,7.0
7445,2.3918624,6.0
1048,1.9493527,6.0
9077,1.8011808,4.0
8259,2.0702696,4.0
5005,1.8384151,4.0
5005,1.8384151,4.0
5161,1.8988585,7.0
9259,1.7910625,7.0
8155,1.6112021,7.0
4266,1.5164893,3.0
4266,1.5164893,3.0
8769,2.2252097,4.0
10751,1.6840632,7.0
11277,1.454118,6.0
1510,1.7323332,10.0
5933,2.2540026,11.0
9872,1.6264534,6.0
8834,2.1452708,8.0
12549,2.1013398,8.0
6702,1.5254731,1.0
9643,2.3197603,8.0
8188,1.9166111,8.0
1589,1.9206803,11.0
964,2.2620773,8.0
1490,2.204523,8.0
6030,1.6827861,11.0
7632,2.2183528,5.0
13700,1.7904184,3.0
8703,2.5327735,16.0
13562,1.5138814,8.0
4936,2.0546129,13.0
1065,2.3303838,14.0
8083,1.7054844,11.0
8554,1.6535246,1.0
5159,1.4444683,1.0
1903,1.2861388,1.0
234,1.0216687,2.0
11965,1.4059157,2.0
4685,1.4778755,3.0
9178,1.8820249,4.0
7569,1.9800081,5.0
6107,1.6034408,7.0
5394,1.6946291,8.0
2299,1.4188994,2.0
390,2.3539982,10.0
7693,2.5654414,10.0
7693,2.5654414,10.0
7693,2.5654414,10.0
7693,2.5654414,10.0
10365,2.5633636,2.0
11425,1.9675092,4.0
4492,1.4707654,4.0
4492,1.4707654,4.0
9458,1.7124772,6.0
3747,1.749079,6.0
11436,1.3850918,1.0
5455,1.5456765,6.0
7015,2.261475,5.0
13897,2.1867616,7.0
8838,1.9860106,11.0
11031,1.5781597,9.0
2188,2.392469,6.0
3974,2.0198963,3.0
4190,1.7515178,2.0
5516,1.543175,11.0
13601,1.7619045,10.0
11502,1.3749459,2.0
8577,1.7582437,3.0
8169,1.8140509,6.0
13620,1.6923463,10.0
326,1.6984673,3.0
4891,1.4909823,2.0
3621,1.7079046,5.0
13055,1.5821007,8.0
6835,1.6295613,5.0
6835,1.6295613,5.0
6835,1.6295613,5.0
12094,2.943646,15.0
4676,1.6102026,5.0
4493,1.5340161,3.0
4493,1.5340161,3.0
10511,2.4923277,24.0
5616,1.9040289,12.0
4655,1.538812,1.0
4858,1.6353583,0.0
7620,2.1357799,13.0
9150,1.7798536,6.0
9075,1.7756507,4.0
9612,1.9581378,4.0
2163,2.4788938,13.0
3793,1.5167478,2.0
1160,2.5444808,14.0
7671,3.0976892,22.0
7671,3.0976892,22.0
7671,3.0976892,22.0
7671,3.0976892,22.0
5007,1.4624741,7.0
5088,1.3793831,0.0
1199,2.1494393,10.0
7909,2.1225157,15.0
13545,1.7293789,12.0
2203,1.5738896,5.0
12342,1.5517073,1.0
5128,1.5530651,9.0
7363,2.1907077,8.0
3960,1.7196547,3.0
8398,1.8031423,8.0
1989,1.5988544,5.0
1535,1.5293701,6.0
9478,2.827177,16.0
9556,1.4698704,9.0
7541,1.9121304,6.0
756,2.2495637,5.0
10931,2.9544928,25.0
12928,1.408796,0.0
11529,1.7056954,3.0
4256,1.453499,4.0
4256,1.453499,4.0
11865,1.6102529,3.0
9333,1.7407829,11.0
5301,1.6378969,6.0
1103,1.8870046,4.0
1060,2.429191,5.0
3937,1.6053567,11.0
12495,2.1098182,17.0
1695,1.7486036,4.0
9722,1.8862199,2.0
11364,1.324922,4.0
9421,1.3899565,6.0
1978,1.7411997,4.0
10613,3.2398229,23.0
6622,1.3844872,1.0
5665,1.6041448,7.0
5243,1.8509884,5.0
7772,1.1510456,4.0
7589,2.3388195,15.0
8714,2.7389283,22.0
12740,1.7875714,7.0
6990,2.063439,9.0
6990,2.063439,9.0
10827,2.2238598,11.0
1584,1.3718629,4.0
6399,1.6027948,0.0
4878,2.0465941,14.0
8519,1.8396249,9.0
6507,1.7400625,10.0
4980,1.6961645,4.0
4543,1.4710579,3.0
4543,1.4710579,3.0
6689,1.4111452,1.0
8199,2.1073792,7.0
3746,1.7377422,6.0
2325,3.7167296,6.0
11451,2.209995,9.0
11654,1.5678686,1.0
3908,1.6970001,4.0
6699,1.3844519,1.0
12063,1.3770932,8.0
9691,1.5813289,2.0
3918,1.8956573,6.0
11473,2.2328613,2.0
11380,1.8924112,4.0
73,1.6874796,5.0
5649,1.4801352,0.0
6319,1.5900021,8.0
5948,3.1631017,22.0
6277,1.7760524,7.0
13126,2.1290383,15.0
2133,2.5550761,8.0
10343,1.7792002,0.0
4047,1.8351481,15.0
9969,1.7290184,20.0
8792,2.143186,7.0
12504,2.0030515,1.0
13397,1.7767954,3.0
928,1.1947329,3.0
673,1.6658798,7.0
8396,1.7737589,10.0
5636,2.049098,2.0
3716,1.5432168,1.0
10895,1.4770749,5.0
11689,1.4272888,5.0
10293,1.4686373,7.0
258,1.0391707,2.0
11276,1.2781397,2.0
12410,2.3003678,3.0
1278,2.1440454,17.0
4181,1.7425141,4.0
5220,1.932662,5.0
11217,1.7295952,3.0
10820,1.8962318,9.0
6751,1.896937,21.0
11453,2.1208506,8.0
6085,1.8455658,9.0
5165,1.9949722,14.0
4404,1.6517856,4.0
13703,1.8852987,1.0
1338,1.6202095,4.0
5386,2.0453048,12.0
7846,1.8689942,9.0
847,2.4548888,22.0
7802,1.8759463,11.0
4277,1.4536501,3.0
4277,1.4536501,3.0
4278,1.4732339,3.0
4278,1.4732339,3.0
11753,1.44908,3.0
4632,1.3159429,2.0
4363,1.5762312,2.0
6326,1.572395,0.0
7844,2.1493502,11.0
5402,1.6018381,6.0
255,1.9785099,6.0
5274,1.4048936,0.0
13272,1.8127964,9.0
4272,1.5168979,3.0
4272,1.5168979,3.0
3657,1.5105879,1.0
3949,1.6779519,10.0
9544,1.4595183,3.0
5505,1.4188364,1.0
4382,1.5339694,3.0
4382,1.5339694,3.0
10457,2.2264838,14.0
9220,2.2637389,13.0
8713,2.255002,15.0
4315,1.5343281,3.0
4315,1.5343281,3.0
7648,3.322,15.0
6181,2.069342,2.0
3932,1.5689827,1.0
7879,3.5655832,15.0
9303,1.778776,3.0
13737,2.07197,17.0
696,1.7201861,6.0
5854,1.802522,14.0
13752,1.9585927,9.0
769,2.2427073,7.0
1514,1.5281378,5.0
3812,1.622472,3.0
5537,1.6214275,4.0
11532,1.6820676,3.0
13803,1.6797591,3.0
9245,1.7809523,6.0
1089,2.7795205,8.0
12077,3.0043883,24.0
1680,1.321401,1.0
4437,1.5101852,5.0
1711,1.5562068,8.0
1325,1.4672303,1.0
3654,1.5690768,1.0
5993,1.6324987,11.0
1866,2.043649,11.0
8292,2.4166577,9.0
7355,1.6514032,3.0
12542,1.223099,1.0
6315,1.4464519,16.0
9316,1.6830204,5.0
5684,1.8791218,14.0
9867,1.6210041,6.0
5740,1.3828658,0.0
6092,1.7392943,5.0
3752,1.629102,4.0
1947,2.6760097,22.0
12998,1.9161354,7.0
7661,2.5654254,10.0
7661,2.5654254,10.0
7661,2.5654254,10.0
7661,2.5654254,10.0
5356,1.5248506,1.0
7784,2.400749,15.0
1610,2.5273519,21.0
6653,1.466167,1.0
8676,2.674911,8.0
9059,1.9935842,6.0
5768,1.5204449,3.0
11592,1.5233135,2.0
10760,1.7728789,9.0
2300,1.4014797,3.0
5059,1.6503688,6.0
9301,1.7710929,3.0
1296,1.4882486,4.0
2269,2.3200068,9.0
7576,2.1381023,5.0
3813,1.5745411,5.0
3982,1.5677733,1.0
9922,1.7126458,17.0
6583,1.8144975,6.0
3658,1.9899648,6.0
466,1.4876747,2.0
9688,1.7820143,5.0
7778,1.9357946,8.0
794,2.7540686,24.0
1522,1.8080844,4.0
10749,1.6840683,7.0
921,2.249744,15.0
4307,1.5109425,20.0
4307,1.5109425,20.0
6211,1.5514057,2.0
13546,1.7753057,7.0
9976,1.966303,15.0
1332,1.5961766,4.0
1927,2.516953,13.0
8859,1.5967529,4.0
6255,1.750101,11.0
8154,1.8870292,8.0
4846,1.5411742,9.0
14036,1.8643363,7.0
12264,1.2589574,1.0
4091,1.5716373,3.0
5074,1.519314,2.0
1215,2.4883213,12.0
7478,1.8581684,4.0
6701,1.5750332,1.0
11768,1.5594774,3.0
10572,2.219037,5.0
5585,1.4220932,3.0
7564,1.9746444,7.0
14033,1.877084,9.0
13560,2.259849,15.0
13220,1.8115796,5.0
4577,1.5144615,3.0
7965,2.3751295,14.0
11900,1.7942523,14.0
6105,1.5050876,7.0
13149,2.238252,11.0
5577,1.6459244,6.0
5275,1.4277552,2.0
6972,1.6635244,4.0
2199,1.3379492,2.0
6116,1.5887641,7.0
1305,1.3680274,1.0
12231,2.7568862,19.0
9895,1.6460085,9.0
1760,1.5283016,3.0
4347,1.7360597,13.0
4548,1.5785326,7.0
4548,1.5785326,7.0
11300,1.773788,5.0
7689,1.967303,7.0
7689,1.967303,7.0
7689,1.967303,7.0
7689,1.967303,7.0
6772,1.9550085,3.0
7229,1.6672151,1.0
4275,1.539958,3.0
4275,1.539958,3.0
4238,1.7012038,6.0
4238,1.7012038,6.0
5786,1.5312406,3.0
12540,1.2193047,1.0
1102,1.9027803,4.0
1725,2.2210717,15.0
12228,2.780885,11.0
13686,1.5012785,3.0
6210,1.2637582,0.0
12747,1.7139983,5.0
1824,2.648765,16.0
7346,1.2566092,3.0
6055,1.6699266,6.0
9791,1.7368364,20.0
12985,1.421341,1.0
9156,1.8097034,7.0
9512,2.0565648,13.0
6670,1.3199117,1.0
5057,1.5065882,9.0
9999,1.5272598,3.0
5890,1.8024127,8.0
5518,1.5614096,7.0
1148,1.800313,3.0
7,3.1342597,20.0
5087,1.4421976,1.0
6662,1.7026653,1.0
3917,1.8799379,6.0
13610,2.5589828,20.0
12774,1.9589462,25.0
4295,1.4706674,4.0
4295,1.4706674,4.0
11194,1.7352221,8.0
9039,2.1462152,8.0
9731,1.6727519,19.0
3912,1.4951375,3.0
7848,1.8788438,9.0
6748,2.1108365,8.0
1777,1.9804317,6.0
614,1.988863,4.0
4461,1.5340064,3.0
4461,1.5340064,3.0
7935,1.8579717,4.0
7906,2.663008,14.0
8656,2.0528383,1.0
7956,1.8812511,10.0
10744,2.2759802,18.0
6939,1.9223046,6.0
11916,2.5384488,23.0
8185,2.0844424,9.0
759,2.137454,8.0
7447,2.3799453,6.0
3810,1.6052347,3.0
2045,1.3516523,2.0
7738,1.8355939,4.0
900,2.6158915,14.0
4502,1.4726803,3.0
2191,2.2924523,6.0
3790,1.9677179,8.0
4252,1.4706484,3.0
4252,1.4706484,3.0
3889,1.4987891,3.0
3777,1.4810932,5.0
5573,1.622535,5.0
1520,1.7090274,1.0
13611,2.2677374,6.0
10325,2.8429692,2.0
7211,2.0103629,10.0
4473,1.4537475,3.0
4473,1.4537475,3.0
8110,1.7105653,3.0
13342,1.9457064,23.0
5860,2.760498,12.0
828,1.7687831,10.0
4338,1.5784281,7.0
4338,1.5784281,7.0
4675,1.4298779,4.0
1761,1.5282041,3.0
1182,1.5625384,5.0
7698,1.6683519,3.0
7698,1.6683519,3.0
12134,2.0745437,5.0
5765,1.4763272,2.0
5464,1.5557754,9.0
1878,1.8702216,8.0
10659,2.7389607,15.0
285,1.7558937,4.0
6891,1.6082774,2.0
13804,1.8935213,7.0
11636,1.2670557,3.0
2180,2.1683602,6.0
1395,1.7204001,4.0
13942,1.8173509,7.0
5856,1.5929766,8.0
10867,1.7321606,8.0
11716,1.996036,2.0
12579,2.8438106,14.0
5496,1.537241,1.0
9011,2.2634847,10.0
11817,1.3275461,6.0
4795,1.459173,3.0
2172,1.6167698,1.0
6945,1.8033092,3.0
4510,1.6049008,6.0
10664,2.5880413,16.0
4337,1.6307178,6.0
4337,1.6307178,6.0
7869,2.0757957,15.0
11039,1.8676078,9.0
37,1.3743018,2.0
12065,3.160222,23.0
13071,1.9636899,21.0
6227,1.7624707,4.0
7003,2.1604242,9.0
7003,2.1604242,9.0
12477,1.3158665,2.0
13353,1.9950902,13.0
6788,1.4977486,3.0
6788,1.4977486,3.0
5407,1.7704275,17.0
7525,2.112102,5.0
8504,2.677886,16.0
5705,1.8864334,9.0
495,1.7820635,4.0
6433,1.6149737,6.0
8043,1.3998091,2.0
6940,2.2050946,15.0
1180,1.6637557,6.0
11925,2.5283597,16.0
8359,1.9947457,11.0
7806,1.842833,11.0
931,1.6204655,3.0
5482,1.4470153,0.0
4328,1.8131093,7.0
4328,1.8131093,7.0
8296,1.8690481,4.0
5189,1.439886,3.0
9338,2.0248108,5.0
5002,2.4635088,13.0
11533,1.288804,7.0
11801,1.2130282,0.0
8117,1.6166174,12.0
7081,2.4971638,7.0
10835,1.6893784,6.0
13585,1.5809851,7.0
11527,1.6874063,3.0
13901,2.4459326,12.0
6812,1.6713808,3.0
9423,1.4939488,0.0
1174,2.317418,13.0
6961,2.056726,5.0
9043,1.9986851,6.0
9274,2.8268628,13.0
10352,1.8734391,12.0
7175,1.9689145,14.0
6679,1.8925121,1.0
11335,1.3080173,3.0
5068,2.336006,10.0
5019,1.7251565,6.0
6532,1.8487394,9.0
1422,2.458116,12.0
3913,4.1278944,24.0
276,1.5030432,2.0
1042,1.6547482,6.0
10783,2.1570795,12.0
698,1.8871994,5.0
13845,1.5688329,3.0
987,2.498808,12.0
7644,2.9504209,12.0
8855,2.235922,14.0
13131,2.0468948,14.0
8309,2.2723594,16.0
11111,3.6374412,9.0
9053,1.9890732,8.0
7602,2.5012221,10.0
649,1.5260326,3.0
1077,2.0512433,10.0
6543,1.6911297,10.0
13994,2.021716,21.0
4262,1.4573319,0.0
4262,1.4573319,0.0
3721,1.9274087,12.0
8539,1.637418,2.0
12395,2.5027819,2.0
8294,2.3999481,9.0
630,2.0547776,4.0
630,2.0547776,4.0
3733,1.6590192,8.0
10122,2.1965332,19.0
3814,1.9986914,11.0
5784,1.5312396,3.0
5099,1.5714867,7.0
10816,2.1211896,7.0
1590,1.9199411,11.0
8293,2.2018473,8.0
7036,1.7192991,1.0
8147,1.8606181,2.0
11651,1.5675608,1.0
8345,1.7245426,7.0
8411,1.7532693,4.0
4799,1.4591749,5.0
14034,1.836255,8.0
4343,1.8025494,14.0
6905,1.7628534,6.0
8842,1.7960694,4.0
5688,1.7090179,13.0
4272,1.5168979,3.0
4272,1.5168979,3.0
6012,1.597689,7.0
11702,2.9286156,25.0
2338,1.4736323,3.0
9793,1.6549222,7.0
625,1.9616001,4.0
8450,1.6690198,4.0
10545,2.8576322,16.0
2356,2.6520848,20.0
919,2.1245937,7.0
5424,2.3427424,18.0
9760,1.501004,4.0
10074,1.7206686,5.0
5290,2.1274219,18.0
2371,1.8871064,5.0
6618,1.3196776,1.0
13605,1.7640514,12.0
1092,2.8551922,13.0
6486,1.5265174,10.0
243,1.1794931,1.0
8607,1.4651352,3.0
8511,2.3935537,17.0
11459,2.6064622,22.0
7014,2.2783237,7.0
3672,1.6429698,2.0
2046,1.3698735,3.0
10135,1.7417337,11.0
1716,1.4115869,6.0
852,2.6775446,25.0
12284,3.41776,25.0
8183,4.478267,25.0
5170,1.5275462,12.0
236,2.148571,9.0
4345,1.4928226,9.0
4991,1.6018796,5.0
7779,1.8719125,9.0
1425,1.6176989,5.0
6937,1.7689185,4.0
4585,1.5318304,3.0
9202,2.2728577,16.0
12203,1.5474427,6.0
861,2.3383336,10.0
6320,1.4464605,15.0
5062,1.7788038,7.0
10733,1.7196144,5.0
7451,1.939169,5.0
12349,1.3098817,1.0
1124,1.6820815,2.0
85,1.6061757,4.0
3751,1.6220846,2.0
764,1.194643,3.0
6308,1.4461787,8.0
8240,3.1108956,13.0
12816,1.8827572,13.0
1563,1.4486734,12.0
4337,1.6307178,6.0
4337,1.6307178,6.0
7016,1.7740369,10.0
8781,1.6238244,5.0
13074,1.9629546,14.0
13141,2.2667944,13.0
4023,1.7304415,4.0
3867,1.625871,13.0
10608,2.3027496,12.0
4292,1.8378065,7.0
4292,1.8378065,7.0
3902,1.7212032,3.0
4179,1.8337684,6.0
13218,1.703367,5.0
820,2.0679202,6.0
3811,1.9812453,14.0
11570,1.5812559,1.0
9519,2.0612147,12.0
7769,1.7514164,5.0
8997,2.2889638,10.0
9214,2.221683,16.0
963,1.946464,16.0
12193,1.7649293,5.0
9216,2.2125869,13.0
723,2.2453756,6.0
723,2.2453756,6.0
12071,2.9713461,23.0
13650,2.1644828,9.0
11122,1.7964482,6.0
4920,1.6603547,0.0
5154,1.707133,12.0
6029,1.6985545,10.0
13553,1.889944,5.0
4178,1.76965,5.0
13583,1.6665564,5.0
6130,1.4830987,0.0
8149,3.7773714,24.0
244,1.2026439,2.0
5619,1.8187623,9.0
13881,2.042179,10.0
6795,1.4964039,3.0
6795,1.4964039,3.0
9097,1.915098,7.0
4483,1.5344167,3.0
4483,1.5344167,3.0
8270,2.2744281,10.0
12473,1.5493865,1.0
6983,1.626044,6.0
7962,2.135902,11.0
3854,1.4817264,8.0
3803,1.5278648,4.0
10006,1.7629216,5.0
9802,1.6115348,3.0
5472,1.6154842,3.0
5191,1.4662969,6.0
3885,1.5430443,3.0
6736,1.8206756,1.0
8523,2.1446784,5.0
6787,1.9638062,3.0
4424,1.4518557,3.0
5366,1.6569141,3.0
12767,1.7930443,0.0
4194,1.6204679,5.0
9168,2.0859265,10.0
1561,1.4086214,10.0
7327,1.3087742,2.0
11118,1.5276518,7.0
7783,2.1190617,9.0
9484,2.5245228,10.0
1566,1.4024442,7.0
7479,2.1192176,7.0
9597,1.7244172,7.0
13148,2.102919,14.0
12039,1.8310647,4.0
10053,1.5618323,9.0
5791,1.4515289,1.0
9399,1.6838083,3.0
14012,2.3586032,16.0
5467,1.534049,1.0
7446,2.454904,10.0
4257,1.517479,3.0
4257,1.517479,3.0
12139,1.9475774,4.0
13738,2.0719461,17.0
6019,1.8638973,25.0
8791,2.1603167,8.0
6524,1.461704,10.0
9957,2.1645231,16.0
770,2.2429547,6.0
6948,1.9346809,3.0
4607,1.5052476,4.0
11604,1.1051024,4.0
12958,1.426008,1.0
5693,1.6397707,2.0
9210,2.221681,16.0
5691,1.7965698,1.0
13147,2.0950365,13.0
4612,1.564162,1.0
5742,1.5633304,3.0
12576,2.0545192,7.0
1736,1.8150399,5.0
7547,2.0354521,6.0
1689,1.434244,3.0
1104,1.9230316,10.0
12638,2.4056683,3.0
7559,2.0353355,6.0
9847,1.6325233,6.0
8839,2.607429,4.0
11721,2.893662,7.0
416,1.6103258,4.0
13633,1.7923613,12.0
8173,1.6749058,5.0
12252,1.208158,0.0
6794,1.6965213,3.0
6794,1.6965213,3.0
9826,1.8994222,8.0
9635,1.9230007,11.0
10670,2.997561,24.0
2042,1.4912751,4.0
9567,2.0136654,2.0
1660,1.3333302,5.0
859,1.8452953,7.0
12644,2.503464,7.0
6253,1.4461697,0.0
6223,1.7571219,9.0
4421,1.4533099,3.0
4421,1.4533099,3.0
7863,1.6481773,10.0
12457,1.793395,12.0
10040,1.3348445,0.0
9657,1.6880432,5.0
4079,1.4856427,5.0
11599,1.1051024,3.0
331,1.6192415,4.0
4847,1.681566,6.0
10371,2.2868545,1.0
13651,1.9803777,4.0
9526,2.0620983,3.0
748,2.256125,20.0
6141,1.7399626,6.0
9238,1.5880603,0.0
7950,1.5224504,5.0
9814,1.5161116,5.0
7494,1.556537,10.0
9835,1.5838659,7.0
12875,1.7091613,5.0
6760,1.6326203,3.0
8509,2.0977044,14.0
1028,1.5964308,3.0
4593,1.6229255,4.0
7501,1.5537162,6.0
280,1.9216032,4.0
6221,1.6088109,6.0
11493,1.4177445,3.0
9979,1.438982,4.0
7430,2.4031026,10.0
5812,1.4497412,3.0
6847,1.4402411,1.0
7395,1.8026485,4.0
13280,1.8127759,18.0
13073,1.7661936,15.0
2359,2.680326,20.0
11866,1.624167,3.0
6803,1.6505017,5.0
9730,1.7393469,8.0
12323,1.9914594,4.0
744,2.13105,15.0
1275,2.6449208,19.0
7939,1.6604828,4.0
4438,1.5101795,4.0
7558,1.9295895,6.0
9896,1.6452858,9.0
10899,2.305987,7.0
9198,2.2217364,16.0
12446,1.7270973,4.0
10569,2.2116919,10.0
11608,1.1051024,5.0
12290,1.5240089,1.0
8217,1.7904922,5.0
7561,1.9295604,6.0
12742,1.6565157,2.0
11168,2.365343,14.0
11584,2.1407335,3.0
11381,1.7591176,3.0
9383,1.5644563,0.0
7730,1.8228223,4.0
4496,1.5340176,3.0
4496,1.5340176,3.0
1200,2.005513,16.0
12503,1.9461305,3.0
2324,2.1432004,6.0
11971,2.956986,25.0
10552,2.3451843,15.0
4971,1.7684722,2.0
5288,1.5821387,0.0
5540,1.8318257,15.0
9335,1.7944393,7.0
11885,2.8920631,21.0
1116,1.9349427,17.0
12804,2.098539,25.0
7618,1.9141655,4.0
905,2.5473585,14.0
7345,1.532023,4.0
6157,1.6774226,4.0
5101,1.657839,9.0
595,2.1623418,7.0
11060,1.8186383,8.0
10774,1.6861973,1.0
6918,2.37605,3.0
13180,2.1077259,3.0
13180,2.1077259,3.0
4818,1.5034143,6.0
4255,1.6125504,7.0
4255,1.6125504,7.0
9289,2.6316385,16.0
8826,2.3045936,3.0
8482,1.9334767,8.0
6836,1.7934749,10.0
9918,1.6719692,14.0
8828,1.951738,2.0
1614,2.721353,11.0
441,2.174241,7.0
9543,1.4595118,3.0
5110,2.0880353,22.0
7657,1.9672871,7.0
7657,1.9672871,7.0
7657,1.9672871,7.0
7657,1.9672871,7.0
13895,1.8658905,5.0
12813,1.5703956,10.0
7952,3.851345,19.0
9322,1.7900347,5.0
13043,1.961868,1.0
7959,1.6659153,4.0
12492,1.298801,0.0
982,2.787252,14.0
1998,1.3489746,2.0
11076,1.8083329,6.0
11891,2.6233885,10.0
4301,1.4532503,3.0
4301,1.4532503,3.0
5132,1.5000873,7.0
3924,1.5534322,1.0
8386,1.8435917,9.0
13004,1.7140191,2.0
6041,1.8743331,20.0
13677,1.9687109,14.0
11187,1.7423186,7.0
10442,2.2316232,16.0
3808,2.6920757,22.0
4586,1.5144109,3.0
2151,2.3586726,11.0
12500,1.4521955,3.0
8201,2.14488,7.0
1786,2.4354591,4.0
4609,1.7800362,1.0
7332,2.052836,3.0
4912,1.5303682,8.0
11117,1.6922247,7.0
976,2.8058581,10.0
7689,1.967303,7.0
7689,1.967303,7.0
7689,1.967303,7.0
7689,1.967303,7.0
13221,1.811623,5.0
1791,1.5136567,3.0
8075,1.7558179,2.0
5574,1.6248765,4.0
11545,1.2803875,3.0
5316,1.5045631,4.0
4686,1.6494803,4.0
12676,1.6740952,14.0
7967,2.362071,16.0
11472,2.236218,4.0
10468,2.2265077,15.0
6542,1.7057941,10.0
120,1.6573108,15.0
5157,1.7489762,4.0
12126,1.9396441,4.0
9696,1.7611842,10.0
12811,1.510798,7.0
8860,1.8499867,9.0
8787,1.6068602,3.0
6397,1.5406102,0.0
7940,1.7271192,2.0
11030,1.4920115,6.0
1666,1.2991099,5.0
12580,2.7543616,17.0
4329,1.3598703,3.0
4329,1.3598703,3.0
5219,2.0045724,8.0
2015,1.886894,5.0
12557,2.1628532,9.0
12467,1.3371768,4.0
7669,1.8735406,7.0
7669,1.8735406,7.0
7669,1.8735406,7.0
7669,1.8735406,7.0
5473,1.7957423,9.0
1223,2.1726747,13.0
13138,1.9279101,9.0
718,2.5917706,9.0
2023,1.7812276,3.0
459,2.0284872,4.0
6862,1.5417669,1.0
10010,1.7808688,7.0
1754,1.5154269,3.0
9140,1.9803658,5.0
13669,1.82372,6.0
4477,1.5344138,3.0
4477,1.5344138,3.0
11427,1.2493044,1.0
13691,2.1187735,15.0
4243,1.470644,5.0
4243,1.470644,5.0
1300,1.4877579,4.0
11192,1.572293,5.0
7360,1.909406,4.0
4886,2.015564,7.0
386,2.044639,13.0
8663,2.0304453,6.0
4534,1.5792114,6.0
4534,1.5792114,6.0
7440,1.6460493,5.0
12656,1.373351,0.0
4361,1.4644487,0.0
8372,1.9809315,9.0
13754,1.5189098,3.0
7565,1.9748104,7.0
12646,2.5622916,3.0
7744,1.6542361,2.0
10291,1.5789227,5.0
12444,1.7288611,4.0
13581,1.8912737,13.0
13690,1.7771126,13.0
8065,1.668577,3.0
8237,1.8251526,3.0
5117,1.367707,0.0
4018,1.7304696,5.0
10684,1.648556,2.0
5868,2.2137456,20.0
5264,1.4664129,1.0
697,1.701068,0.0
10830,2.439788,7.0
13318,1.8030372,9.0
11675,2.3169203,4.0
9462,1.7957263,9.0
9326,1.9254413,14.0
11491,1.6237717,2.0
12820,2.0198905,19.0
6790,2.2503092,3.0
6790,2.2503092,3.0
13457,2.1282578,5.0
2307,2.265597,24.0
7598,1.9479451,4.0
4273,1.550096,3.0
4273,1.550096,3.0
6749,1.6958972,3.0
7121,1.7572169,7.0
9341,1.8737725,12.0
5559,1.7829988,3.0
12817,1.9205196,10.0
5781,1.5138242,3.0
10028,1.6023445,3.0
1379,1.5960302,3.0
8027,1.9127927,8.0
7754,1.641702,2.0
11833,1.7301468,7.0
9936,1.7270474,2.0
9432,1.6942031,14.0
5698,1.5892663,2.0
2033,1.692245,3.0
9514,2.056572,16.0
633,2.4515915,9.0
633,2.4515915,9.0
11286,1.610671,5.0
8757,1.6997554,5.0
4269,1.4710723,3.0
4269,1.4710723,3.0
1286,2.5085583,6.0
4984,1.773191,2.0
666,1.4113417,2.0
3624,1.5266945,4.0
6101,1.9872497,17.0
8437,1.7856889,3.0
6609,1.6007566,1.0
8696,2.7781143,22.0
12526,2.038516,4.0
6298,1.446425,12.0
5664,1.9843768,12.0
472,1.6714497,4.0
3685,1.626075,4.0
675,1.4784801,4.0
8550,2.0637138,8.0
11040,1.6630542,10.0
6587,1.5022913,2.0
5499,1.6144483,15.0
7604,1.8519585,2.0
4147,1.6555213,2.0
7362,1.8974278,5.0
10528,2.4456217,19.0
8562,1.7239696,4.0
2103,1.5279266,4.0
9940,1.8306022,14.0
4144,1.5942913,7.0
5580,2.2825387,15.0
7262,1.690785,4.0
4371,2.1438951,16.0
10911,1.2741814,9.0
9886,1.5403626,0.0
13407,1.8809391,6.0
